sha,message,date,result
b041a643774c32d22c5ae1af196bb4fcd606414d,Initial commit,2018-08-22 15:06:07+08:00,FALSE
3ba19c1bfd3defe4496e369b96622b976f634df8,Update README,2018-09-09 16:35:54+08:00,FALSE
fed18d8a698cf315236922d4bc2322f01cc34b52,Update README.md,2018-09-09 16:41:29+08:00,FALSE
ab58c79f98d545091f5793b19c5da865fd0033e1,add major features to readme,2018-09-09 16:50:50+08:00,FALSE
bdf9174656c614f2983c37844300f9d7a4ea2984,minor edit of readme,2018-09-09 16:51:45+08:00,FALSE
49a288f7cc56b4ae777cddd51dd0cd453277721c,update readme,2018-10-10 17:09:38+08:00,TRUE
3a5ac395ac3286a0d30e62437059faa297263274,fix typo and minor revision,2018-10-10 17:21:18+08:00,FALSE
2a01c8fc5cbac012205b6907134c57ad46bf7ad5,update readme,2018-10-12 15:30:44+08:00,FALSE
eeaae6558d904a28a38877aaa1bde57428c2a1c7,update installation guide,2018-10-12 16:25:02+08:00,FALSE
f29f020ce98d5b027eef590023d1ea5d5d438be4,minor fix,2018-10-12 18:29:19+08:00,FALSE
0ccd4c5225e217b9aa8a95473d03a244003321c0,auto merge,2018-10-15 22:51:54+08:00,TRUE
251c429005eccbbc1b372ad458a3fc7dc21895d6,update readme with some training notes,2018-10-16 14:39:05+08:00,FALSE
8cf4be73a4e10ce7f96531000b6502cf7cd5478b,update citation,2018-10-16 22:05:07+08:00,FALSE
f8fa51c970ab02341294d23384cceabdf684b294,Update license in README,2018-10-18 16:12:55+08:00,FALSE
994b6cb6312e756dd8ef3dfc80d0e8cb910865ff,update version,2018-10-20 14:37:06+08:00,FALSE
0613aedb7c4ee05b65893343fbea6a34b8aac77e,update readme and version,2018-10-21 01:43:47+08:00,FALSE
af755e01e31d57018fd9033637f3b1b73ca77969,update readme,2018-11-26 23:49:10+08:00,FALSE
ede8aec6ca689d1189f74eb5f4ce126095fea385,update version to 0.5.4,2018-11-26 23:58:11+08:00,FALSE
e59ed54d031ac45dc14b8155ad58b110238d49cf,update readme,2018-11-27 04:14:26+08:00,FALSE
83aa1accf290dd71280e551c1150893e41cb3c4e,update readme,2018-12-02 15:41:38+08:00,FALSE
03e14ed2c77deb194e90a244812f9008bac05024,fix checkbox,2018-12-02 15:55:55+08:00,FALSE
178b5baa7cfed416e7b125cd4a597f134f992584,update README,2018-12-11 22:03:17+08:00,FALSE
21467a715aba578c402a8c41a7529972738f64b9,update readme,2018-12-20 12:15:00+08:00,FALSE
fb3ea2091c95427794bf722ba5704089057cafc2,update to v0.5.5,2018-12-23 00:03:02+08:00,FALSE
18593f6da2a0cc5a5956b59a55a012ef27861ea2,update to v0.5.6,2019-01-17 18:59:47+08:00,FALSE
7640a04bded35e2a5a8beac3143393f478b7ab92,add dcn models,2019-01-25 23:53:57+08:00,FALSE
ed5b76e6eed66b9e81e2ec26e38993dc3ac2dbe9,the last releaes on Pytorch 0.4.1,2019-02-06 23:59:11+08:00,FALSE
e83e5d0f144c66dd84852c9623acd31267dc8185,update to v0.6rc0,2019-02-07 00:29:48+08:00,FALSE
5074eb1a9b0d0726bd08fe643717dd992d34e078,"Typo (#316)

* correct typo

* correct registry typo

* remove f-string

* readme.md",2019-02-13 17:28:53+08:00,FALSE
b88561dbaac57151eeacc9ee12bce7ac2f04ff19,upgrade to v0.6.0,2019-04-14 15:31:09-07:00,FALSE
248b6c86029636b8012dd22211afcd79dfbc0271,update readme,2019-04-15 19:23:13-07:00,FALSE
1cbc88e3f528fa27489b9d68595b47ddb5cb1f34,"Code for CVPR 2019 paper ""Hybrid Task Cascade for Instance Segmentation"" (#478)

* add HybridTaskCascade

* add configs for other backbones

* add keep_ratio argument for segmap transform

* add readme for HTC

* fix linting errors

* split assign and sampling as in Cascade R-CNN

* remove unused imports

* add a large model

* update htc",2019-04-20 16:16:18-07:00,FALSE
6fe5ccde85d170f52e3fdaa50a9a288e93443fa5,"Add support for weight standardization (#521)

* add support for weight standardization

* add ws support for htc heads

* add a config file for 20-23-24e lr schedule

* update readme of weight standardization",2019-04-26 21:36:55-07:00,FALSE
d00d0be15a201a2f044d62229f73a65dd02c0a4b,update readme and tutorials,2019-05-04 00:41:50-07:00,FALSE
e7ac4d6886fd94fd62a94a9dce9ff9bb6cd00781,fix typo,2019-05-04 00:48:34-07:00,FALSE
ddfb38efa733f52ced8d02b03c9fd913e5d7e044,"add pytorch 1.1.0 SyncBN support (#577)

* add pytorch 1.1.0 SyncBN support

* change BatchNorm2d to _BatchNorm and call freeze after train

* add freeze back to init function

* fixed indentation typo in adding freeze

* use SyncBN protect member func to set ddp_gpu_num

* Update README.md

update pytorch version to 1.1",2019-05-14 22:08:55-07:00,FALSE
8d38fd8ccfd0234599d6853a880aaca4d89e130e,"Reimplement ""FCOS: Fully Convolutional One-Stage Object Detection"" (#586)

* add fcos

* use P5 instead of C5

* add relu before extra convs in FPN

* add singleclass_nms, use caffe2 lr

* fix log interval

* use caffe2init and relu in extra layers

* fix scale layer, use p5 instead of c5

* fix focs target

* refactor code

* delete useless file

* clean

* refactor code

* change num_classes to cls_out_channels

* fix bug of in get_bboxes

* fix bug in test

* add r101 2x cfg

* ms use value mode, add x101-64x4d cfg

* add more comment and rename some variable

* rename centers to points, modify doc string of distance2bbox

* add fcos detector, replace frozen with requires_grad

* add README.md

* add r101-1x performance, rename cfg, add detector FCOS

* update fcos r50 2x performance, remove fpn caffe2 initialize

* fix flake8 error

* rename cfg

* fix grammar error of some comments

* minor fix comment

* change work_dir to be consistent with config name

* add FCOS support in README",2019-05-16 23:57:06-07:00,FALSE
a99dbae777c30d5d3957d07db0f11b3f5a3fbe84,add contributing guide (#681),2019-05-21 16:26:05+08:00,FALSE
b581e19ffc4c88390aab5471734e1772fca0c844,"Code for CVPR 2019 Paper ""Libra R-CNN: Towards Balanced Learning for Object Detection"" (#687)

* Code for components of Libra R-CNN

* Configs and README for Libra R-CNN

* update bfp

* Update Model ZOO

* add comments in non-local

* fix shape

* update bfp

* update according to ck's comments

* update des

* update des

* fix loss

* fix according to ck's comments

* fix activation in non-local

* fix conv_mask in non-local

* fix conv_mask in non-local

* Remove outdated model urls

* refactoring for bfp

* change in_channels from list[int] to int

* refactoring for nonlocal

* udpate weight init of nonlocal

* minor fix

* update new model urls",2019-05-25 18:38:30+08:00,FALSE
e0c456d77d200c1ad6f6d855f9c8676b7ab8cb88,update readme,2019-06-18 11:42:25+08:00,FALSE
d5068a14017467332464e7c4a46b9eaea9570a6b,minor fix for bibtex,2019-06-18 11:47:56+08:00,FALSE
1b225a1c804a206729cb50ec2156cd7418e421f1,update readme (#831),2019-06-19 17:03:35+08:00,FALSE
e746639503c7c81c10f4c789616a21b089e058a9,"Support FP16 training (#520)

* add fp16 support

* fpn donot need bn normalize

* refactor wrapped bn

* fix bug of retinanet

* add fp16 ssd300 voc, cascade r50, cascade mask r50

* fix bug in cascade rcnn testing

* add support to fix bn training

* add fix bn cfg

* delete fixbn cfg, mv fixbn fp16 to a new branch

* fix cascade mask fp16 bug in test

* fix bug in cascade mask rcnn fp16 test

* add more fp16 cfgs

* add fp16 fast-r50 and faster-dconv-r50

* add fp16 test, minor fix

* clean code

* fix config work_dir name

* add patch func, refactor code

* fix format

* clean code

* move convert rois to single_level_extractor

* fix bug for cascade mask, the seg mask is ndarray

* refactor code, add two decorator force_fp32 and auto_fp16

* add fp16_enable attribute

* add more comment, fix format and test assertion

* fix pep8 format error

* format commont and api

* rename distribute to distributed, fix dict copy

* rename function name

* move function, add comment

* remove unused parameter

* mv decorators into decorators.py, hook related functions to hook

* add auto_fp16 to forward of semantic head

* add auto_fp16 to all heads and fpn

* add docstrings and minor bug fix

* simple refactoring

* bug fix for patching forward method

* roi extractor in fp32 mode

* fix flake8 error

* fix ci error

* add fp16 support to ga head

* remove parallel test assert

* minor fix

* add comment in build_optimizer

* fix typo in comment

* fix typo enable --> enabling

* udpate README",2019-06-28 16:49:00+08:00,FALSE
5bf935e1b7621b234ddb34ef6c32b2b524243995,update version to v1.0rc0 (#1068),2019-07-28 15:54:14+08:00,FALSE
7b75de4dd52132080d2b9579d6736ed29c5d89b6,fixed typo in readme -- from colledges to colleges (#1108),2019-08-03 00:28:40+08:00,FALSE
6e48d28198ea5d6dcf6a9618fd8d2832b5eaf538,"Update readme (#1161)

* update readme

* add different datasets on model zoo",2019-08-10 00:32:54+08:00,FALSE
e0750f8c71d9faede0a716bc5c40477daaa53ab8,move github doc and documentation to particular folders (#1233),2019-08-22 17:06:25+08:00,FALSE
4357697acaaf7b3eb17a9e78f2e0b8996bcf4e73,"Release v1.0rc1 (#1805)

* update to v1.0rc1

* update maintainers",2019-12-14 12:16:26+08:00,FALSE
8118d76a4ff609d5826bb5d758aebdd092d03392,"Add sphinx generated docs (#1859)

* use sphinx to generate docs

* fix flake8 linting

* update docs",2019-12-24 18:06:04+08:00,FALSE
629b9ff288fc2e6b1a5bef7fb6e9e0467b28c906,"add NASFPN (#1246)

* add NASFPN

* minor fixes

* fix downsample, add norm to lateral

* update downsample and configs

* remove additional blank line

* update docs

* add benchmark

* minor fix

Co-authored-by: Cao Yuhang <yhcao6@gmail.com>",2019-12-25 12:54:49+08:00,FALSE
e907139cb8f4c0195abcf31101925819f369ecc1,"add instaboost in coco.py (#1739)

* add instaboost in coco.py

* Revert ""add instaboost in coco.py""

This reverts commit 51af81ef88991782d54750761ef2dd394c7a38a8.

* add instaboost in data pipeline

* code format

* Update requirements.txt

* add README.md

* bug fix

* add link

* Update README.md

* install instaboost when necessary, keep r50 cfgs only

* ready to merge

* fix typo

* pass yapf

* minor formats

Co-authored-by: Wenwei Zhang <40779233+ZwwWayne@users.noreply.github.com>
Co-authored-by: Kai Chen <chenkaidev@gmail.com>",2020-01-04 21:40:46+08:00,FALSE
1ebb6cb8dbd48d2f017eff9930b70c1d3eecf7ba,"Code for Paper ""Bridging the Gap Between Anchor-based and Anchor-free… (#1872)

* Code for Paper ""Bridging the Gap Between Anchor-based and Anchor-free Detection via Adaptive Training Sample Selection""

* fix format

* changed the code according to the Changes requested

* update benchmark

* minor refactoring

* minor fix

* update model_zoo and support models

Co-authored-by: Cao Yuhang <yhcao6@gmail.com>",2020-01-21 20:56:15+08:00,FALSE
aade6801e7df66679b1fe9d162da0d03b4742dd4,"Bump version to 1.0.0 (#2029)

* bump version to 1.0.0

* fix typos

* update the version in docs",2020-01-31 00:18:47+08:00,FALSE
b5431092505f7dcd7de616c8a79eba4d2532fbc8,"Code Release: CARAFE: Content-Aware ReAssembly of FEatures (ICCV 2019) (#1583)

* add carafe ops

* rename carafe benchmark

* grad check fix

* update grad check

* update grad check output

* add fpn carafe & mask head carafe

* add ReadMe

* update readme

* add carafe setup

* update naive carafe

* update readme and setup

* readme typo fix

* fix flake8 error

* fix flake 8 error

* fix flake 8

* fix flake 8 more

* flake 8 fix plus

* flake 8 fix

* fix flake 8

* reformat ops files

* update fpn files and cfgs

* update readme

* update fcn_mask_head

* update fpn_carafe

* update kernel

* update

* update

* add docstring in FPN_CARAFE

* reformat with yapf

* update

* update

* add build upsampler

* fix mask head build error

* reformat build upsample layer

* add doc string for CARAFE and PixelShuffle

* update

* update upsample_cfg_

* update

* update doc string

* rm abbr in build upsample layer

* update readme

* update model_zoo

* add link to other features in ReadMe",2020-02-21 20:57:33+08:00,FALSE
4c21f7ff199136350bdb15788d5a17a51a429e82,"Update version to 1.1 (#2144)

* update version to 1.1

* fix typo

* remove the version limit of ubelt",2020-02-24 16:07:58+08:00,FALSE
eeff0beff90fb8c0b65d18cb1a945313a3e2a921,"add new config sample and check scripts (#2216)

* add new config sample and check scripts

* context managere to prevent import

* refactor backbone, add caffe

* add fast rcnn

* all basci config done

* rm coco_proposal

* add scratch, wider_face, voc

* add reppoints

* delete device id, auto resume

* add libra_rcnn, ms_rcnn, nas_fpn

* add hrnet, fcos

* add free_anchor, gn, grid_rcnn, guided_anchoring, gcnet, ghm, gn+ws

* finished all, but some need refactor and unified logic

* fixed albu

* update ReseNet101

* reduce ResNet101, add norm_cfg, 4conv1fc

* refactor caffe backbone

* merge act_cfg, dcn from master

* rename 2fc head, add 4conv1fc head

* delete 4con1fc model

* rename components -> _base_

* flatten _base_

* refactor _base_ structure

* refactor config structure

* reduce _base/models

* rename all config

* add _coco inside configs

* fixed _coco in files

* fixed albu in test

* migrate to new sys

* fixed test

* fixed test

* rm cascade, fast_rcnn

* rm cascade, fast_rcnn from _base_

* fixed fcos_center

* rename from rule

* collopse third party model

* fixed test

* fixed some minor bug

* rename gn-neck_head -> gn-neck+head",2020-03-23 23:57:16+08:00,FALSE
2bed0f55f2a9cfc3628639226d678803580abf57,"Add tutorials for V2.0 (#2435)

* Add tutorials for V2.0

* Add details for dataset tutorial

* add tutorials in index.rst

* Add tutorials for concat data

* Modify documents

* More contents",2020-05-01 22:09:18+08:00,FALSE
40d5381d11673fd3b8a8ba94a5f5689c109a043b,"Add v2.0 changelog (#2599)

* add v2.0 changelog

* minor updates

* add speedup percentage

* update changelog

* update the release date",2020-05-05 23:38:25+08:00,FALSE
94233d418f05e1ca509348ed2e50cef534cbbe7e,"Fix the docs (#2621)

* fix the docs

* add docs for image demo

* add macOS in supported systems

* add mmcv into requirements of readthedocs",2020-05-06 01:39:06+08:00,FALSE
b62ed854ed87c2be0240026b1c35159ef2785d6a,"Add compare table (#2620)

* add compare table fix model_zoo.md

* fix some typos

* minor add

* minor update

* add link for mmdet

* minor update",2020-05-06 11:00:28+08:00,FALSE
3b53fe15d87860c6941f3dda63c0f27422da6266,"Add python path in scripts (#2625)

* add python path in scripts

* Make python path work

* Shorter path

* Add docs

* Change dist scripts

* Change slurm example",2020-05-06 17:40:33+08:00,FALSE
6603790b67d182fb7828b82ac519f3f0d1086231,"1. fixed the small bug that model_zoo url is inaccessible (#2641)

2. Added FSAF model zoo

Co-authored-by: wangxinjiang <wangxinjiang@sensetime.com>",2020-05-07 14:00:47+08:00,FALSE
a9622c65d8df7f9b53dee5b3f375d729c0c644ec,"Add links in docs (#2735)

* Add links in docs

* Fix typo

* Fix unittest bug",2020-05-18 17:32:37+08:00,FALSE
b20d6993242a5ebb64a879dd19b89830f1f625f7,"Extension link (#2736)

* Add links in docs

* Fix typo

* Add links of projects

* Add paper links",2020-05-19 19:13:26+08:00,FALSE
dab4ac1b66658f471172f4b1049b3111751290e2,"Support RegNetX models (#2710)

* Add RegNet, docs/refactor TBD

* Support RegNet

* Add RegNets

* Modify docs and refactor code

* fix pre-train bug

* Performance ready

* Use public model weights

* Performance & settings done

* Fix unittest bug

* Try another way of test config

* Add unittest and refactor

* Reformat

* Finish refactor regnet

* merge tests

* fix conflicts

* Fix resnext CI bug

* rename parameter

* Add ref link & clean _delete_

* tweaks of doc

* try resnext doctest

* add expansion in block

* remove doctest of resnext",2020-05-23 20:07:28+08:00,FALSE
e903b5c109dc9ee5bb06c35fbe3b9c1f88ba6367,"Code Release: Prime Sample Attention in Object Detection (CVPR 2020) (#2626)

* save

* add retinanet and fix some inconsistent

* fix registry

* fix typos

* fix unmap bug

* fix some bugs

* clean

* minor fix

* fix k b

* add more cfgs

* fix detach

* add some benchmarks

* add some comments

* add more comments

* change test rpn proposal num

* add more models

* modify accroding comments

* more fix

* add pape link, fix some grammar error

* modify according to comments

* add unit test

* add unit tests for head

* fix some comments, add pape link

* add pisa roi head unittest

* fix README.md

* fix year",2020-05-24 13:24:01+08:00,FALSE
754ec972e93a5aed80a438bd29b7962544ccf3c0,"Implement NASFCOS (#2682)

* Implement NAS-FCOS

1. Supports NASFCOS
2. Added NASFCOS_FPN
3. Added NASFCOS_Head
4. Added r50 config

* Revert ""Implement NAS-FCOS""

This reverts commit ebae11cbbdc5b4f3cc7226c763e9254c94a9c92b.

* Revert ""Revert ""Implement NAS-FCOS""""

This reverts commit 32bca597859a447de62ddf0f2c2f482809730da9.

* Implement NASFCOS

1. Supports NASFCOS
2. Added NASFCOS_FPN
3. Added NASFCOS_Head
4. Added r50 config

* reformatted & use list to build convs in head

1. code refornatted
2. add docstring in nasfcos_head.py
3. use a list of conv config to build convs, rather than names

* cells merged

1. merge cells in nasfpn ans nasfcos_fpn
2. add nasfpn_cell_factory.py

* reformatted

* fixed

* fixed

* Update nasfpn_cell_factory.py

* pre-commit

* bug fixed

* renamed&moved

* not done

* fixed

* fixed

* Delete remove_parawise_cfg_nasfcos_r50_nashead_4x4_coco.py

* fixed

* Create 1x_bias_lr.py

* Revert ""Create 1x_bias_lr.py""

This reverts commit 54602ded283a8f646aebfa0f216350fd2ce82e6d.

* fixed

* fixed

* fixed docstring

* init modified

* formatted

* fixed

* updated

* fixed

* fixed

* fixed

* fixed

* fixed

* fixed

* pass test

* fixed

* fixed

* fixed

* rename

* 123

* nasfcos_readme

* Update README.md

* rename & leave empty

* GN->GN-head in README

* fixed",2020-05-24 17:41:32+08:00,FALSE
cc4b2d48c0e56969644f3a0f0836a1db5122ac19,"Update project links (#2895)

* add tutorials

* use arxiv page",2020-06-04 19:27:26+08:00,FALSE
