sha,message,date,result
608c18bcbd262ee8afaddd4ebda4b111090a7c8f,"Initial import.

git-svn-id: https://gpj.svn.sourceforge.net/svnroot/gpj/gpj@2 d4cd07e3-b52b-4d75-8224-5724e8189783",2009-08-19 13:28:56+00:00,True
8290d818a618fe62d3198823facba1e23efd51d7,git-svn-id: https://gpj.svn.sourceforge.net/svnroot/gpj/gpj@9 d4cd07e3-b52b-4d75-8224-5724e8189783,2009-08-24 14:47:24+00:00,True
bfe6c9f611c57539bad38190f6710a6459d8db91,git-svn-id: https://gpj.svn.sourceforge.net/svnroot/gpj/gpj@28 d4cd07e3-b52b-4d75-8224-5724e8189783,2011-10-12 13:31:17+00:00,True
a1e30a13bd49054012adaa248945f8e0f76fc518,git-svn-id: https://gpj.svn.sourceforge.net/svnroot/gpj/gpj@33 d4cd07e3-b52b-4d75-8224-5724e8189783,2012-03-10 10:29:59+00:00,True
d701ff3c9f957e2a56fe1ae27631f56b564558c4,Modify README,2012-06-14 10:42:00+03:00,True
4877437c105d93eb2edb225b84ba9d0e620b21ac,More adjustments.,2012-06-14 10:47:30+03:00,True
9952121d7608ac890683777dc4d586aca6a32ca7,Also change the name of the resulting target file.,2012-09-02 15:46:56+03:00,True
ee08cff6130357ce00251c2a33fb43aade24de6a,Rename README for github,2013-01-12 20:37:47+02:00,True
a9a69105b88f7fee4ede95b173fa9ebf6140dac8,Adjust README for github,2013-01-12 20:38:50+02:00,True
f6d5512593d22cd8d2f72c92a734affb7691edef,Rescue,2014-01-18 16:44:58+00:00,False
37db4ba13694571256df82cd8179f02e364ec41e,Update README.md,2014-01-24 11:45:48+00:00,False
d366922dba4ff32e9e4a6318649f98b2104e7854,Update README.md,2014-01-24 12:03:04+00:00,True
193f74d84766f15c762e76fd64121f0898854a11,Update README.md,2014-01-25 15:34:59+00:00,False
8f1ea1abae0168568a4e52502b3dc498ccc428f9,Similar projects added.,2014-01-27 20:55:34+00:00,True
83aaf8a808cdb48a8c780c1fc3be0613296433df,Update README.md,2014-01-27 23:01:35+00:00,False
d43f3df8d549feba825b8dc9e7689629e23864aa,jar file rename and gpjNG link added.,2014-01-29 15:58:29+00:00,True
